classifier,ngram,log_buckets,num_hashes,fold,recall_at_fpr_001,recall_at_fpr_0001,auc,recall_at_prec_99,recall_at_prec_95
CountMin,3,14,2,0,0.199096,0.0148928,0.899758,0.00076684,0.692053
CountMin,3,14,2,1,0.158254,0.0106092,0.894858,0.00164765,0.686425
CountMin,3,14,2,2,0.189967,0.025022,0.898083,0.00808712,0.693851
CountMin,3,14,2,3,0.169271,0.0208762,0.898334,0.00460327,0.687826
CountMin,3,14,2,4,0.181151,0.0229361,0.895616,0.000604644,0.670227
CountMin,3,16,2,0,0.243452,0.0239738,0.910179,0,0.755418
CountMin,3,16,2,1,0.22207,0.0249156,0.904059,0.00502331,0.741521
CountMin,3,16,2,2,0.245456,0.0292257,0.907591,0.00872768,0.757587
CountMin,3,16,2,3,0.231415,0.0179285,0.909055,0.00181708,0.750495
CountMin,3,16,2,4,0.232425,0.0317236,0.905491,0.00133022,0.74347
CountMin,3,18,2,0,0.297292,0.022642,0.921367,0.00500464,0.818945
CountMin,3,18,2,1,0.326555,0.0218213,0.916967,0.00281305,0.81028
CountMin,3,18,2,2,0.325887,0.0427977,0.918205,0.000400352,0.822444
CountMin,3,18,2,3,0.296548,0.0197052,0.91867,0.00537048,0.817969
CountMin,3,18,2,4,0.299057,0.0278136,0.916598,0.000120929,0.815261
CountMin,3,20,2,0,0.289543,0.0291803,0.938128,0.00064576,0.888324
CountMin,3,20,2,1,0.337044,0.0229063,0.934417,0.00602797,0.881932
CountMin,3,20,2,2,0.357755,0.0379534,0.936672,0.00980863,0.887021
CountMin,3,20,2,3,0.304422,0.037553,0.935398,0.00912578,0.88403
CountMin,3,20,2,4,0.285432,0.0332957,0.934188,0.0163254,0.882901
CountMin,3,10,3,0,0.135327,0.00758768,0.815833,0.00068612,0.330508
CountMin,3,10,3,1,0.100989,0.0102877,0.815241,0,0.352395
CountMin,3,10,3,2,0.117784,0.0106494,0.813976,0.000560493,0.362359
CountMin,3,10,3,3,0.101878,0.0132849,0.820355,0.000444175,0.0134868
CountMin,3,10,3,4,0.114116,0.0104805,0.814159,0.0012496,0.319695
CountMin,3,12,3,0,0.155547,0.0127134,0.863828,0.00153368,0.511523
CountMin,3,12,3,1,0.123614,0.0162353,0.860482,0.000723356,0.530702
CountMin,3,12,3,2,0.148451,0.0131716,0.861368,0.00124109,0.532509
CountMin,3,12,3,3,0.125257,0.0171613,0.86447,0.000323037,0.521785
CountMin,3,12,3,4,0.136649,0.0137456,0.861053,0.00128991,0.496412
CountMin,3,14,3,0,0.199056,0.0217944,0.885627,0.00036324,0.635953
CountMin,3,14,3,1,0.163358,0.0137036,0.88063,4.01865e-05,0.629159
CountMin,3,14,3,2,0.192609,0.0270638,0.882815,0.000400352,0.635759
CountMin,3,14,3,3,0.171331,0.0148193,0.885786,0.0033515,0.637634
CountMin,3,14,3,4,0.179176,0.00890842,0.88136,0.00141084,0.620969
CountMin,3,16,3,0,0.268717,0.0178391,0.897955,0.00104936,0.719094
CountMin,3,16,3,1,0.22416,0.0186867,0.892508,4.01865e-05,0.709171
CountMin,3,16,3,2,0.252822,0.0375931,0.895484,0.0300665,0.722756
CountMin,3,16,3,3,0.239814,0.0191399,0.896643,0.000121139,0.719685
CountMin,3,16,3,4,0.25391,0.0222106,0.893473,0.00451467,0.712875
CountMin,3,18,3,0,0.311337,0.022642,0.91259,0.0006054,0.796626
CountMin,3,18,3,1,0.331458,0.0223035,0.90849,0.00494294,0.792316
CountMin,3,18,3,2,0.357915,0.0208584,0.91089,0.000560493,0.803427
CountMin,3,18,3,3,0.307208,0.0175247,0.91144,0.000282657,0.798627
CountMin,3,18,3,4,0.306353,0.0364399,0.908204,0.0219687,0.796799
CountMin,3,20,3,0,0.288857,0.0252654,0.935374,0.00056504,0.885741
CountMin,3,20,3,1,0.337124,0.0260408,0.931807,0.00699244,0.87924
CountMin,3,20,3,2,0.369966,0.0371527,0.934186,0.00408359,0.883457
CountMin,3,20,3,3,0.312174,0.0373915,0.932103,0.0092873,0.880638
CountMin,3,20,3,4,0.297968,0.0341422,0.931589,0.0130603,0.87891
CountMin,3,10,4,0,0.130847,0.00980748,0.810073,4.036e-05,0.3341
CountMin,3,10,4,1,0.100627,0.011413,0.81046,0.000884102,0.353842
CountMin,3,10,4,2,0.119585,0.0117704,0.807644,0.000200176,0.349668
CountMin,3,10,4,3,0.101676,0.00799515,0.815561,0.000242277,0.315687
CountMin,3,10,4,4,0.108755,0.0128588,0.808398,0.000282167,0.320219
CountMin,3,12,4,0,0.158938,0.0108972,0.85486,0.00032288,0.488639
CountMin,3,12,4,1,0.128356,0.0110915,0.852025,0.00120559,0.50852
CountMin,3,12,4,2,0.152374,0.0119705,0.851579,0.000880775,0.498118
CountMin,3,12,4,3,0.127075,0.0139713,0.856866,0.00230164,0.485807
CountMin,3,12,4,4,0.14318,0.0185827,0.852153,0.00137053,0.467631
CountMin,3,14,4,0,0.204827,0.0190096,0.875707,0.00088792,0.591274
CountMin,3,14,4,1,0.169386,0.0214998,0.870328,0.00245137,0.593273
CountMin,3,14,4,2,0.191729,0.0121307,0.87206,0.000200176,0.597566
CountMin,3,14,4,3,0.181506,0.016919,0.875656,0,0.596891
CountMin,3,14,4,4,0.183892,0.0130603,0.871281,0.000725572,0.570421
CountMin,3,16,4,0,0.279937,0.0271219,0.890207,0.00472212,0.700408
CountMin,3,16,4,1,0.249317,0.0265633,0.884372,0.000803729,0.690082
CountMin,3,16,4,2,0.291376,0.0314277,0.887126,0.00152134,0.700096
CountMin,3,16,4,3,0.238078,0.0306885,0.889131,0.000242277,0.697436
CountMin,3,16,4,4,0.231216,0.0182199,0.885252,0.00217672,0.689133
CountMin,3,18,4,0,0.311337,0.0230859,0.908412,0.00117044,0.7892
CountMin,3,18,4,1,0.326515,0.0231474,0.904098,0.000642983,0.7844
CountMin,3,18,4,2,0.356314,0.0369125,0.906547,0.00668588,0.794219
CountMin,3,18,4,3,0.306279,0.0182516,0.907125,0.000565314,0.789945
CountMin,3,18,4,4,0.312319,0.0250726,0.903618,0.00536117,0.78902
CountMin,3,20,4,0,0.297615,0.0259515,0.933786,0.00294628,0.884934
CountMin,3,20,4,1,0.348015,0.0184858,0.930964,0.000321492,0.878195
CountMin,3,20,4,2,0.369445,0.0401954,0.933781,0.0146529,0.882497
CountMin,3,20,4,3,0.3085,0.0371492,0.93123,0.00476479,0.879669
CountMin,3,20,4,4,0.299218,0.0209207,0.930907,0.000362786,0.877741
CountMin,3,10,5,0,0.132098,0.00972676,0.798929,0.00024216,0.299835
CountMin,3,10,5,1,0.100426,0.00586722,0.799706,8.03729e-05,0.321452
CountMin,3,10,5,2,0.123909,0.0104892,0.795563,0.00268236,0.316438
CountMin,3,10,5,3,0.103089,0.0109025,0.806042,0.000524934,0.292308
CountMin,3,10,5,4,0.10936,0.00971461,0.797838,0.000483715,0.293575
CountMin,3,12,5,0,0.176293,0.0125923,0.847248,0.00072648,0.460104
CountMin,3,12,5,1,0.12719,0.0164765,0.844049,0.000642983,0.468855
CountMin,3,12,5,2,0.155257,0.021579,0.843072,0.000280247,0.467291
CountMin,3,12,5,3,0.132687,0.0171613,0.849033,4.03796e-05,0.454351
CountMin,3,12,5,4,0.145155,0.0146727,0.843839,0.000120929,0.436593
CountMin,3,14,5,0,0.212334,0.0189288,0.868009,0.00096864,0.562538
CountMin,3,14,5,1,0.169064,0.0166774,0.862743,0.000763543,0.564419
CountMin,3,14,5,2,0.203499,0.0212187,0.864225,0.000560493,0.56854
CountMin,3,14,5,3,0.174359,0.0160711,0.867274,0.00104987,0.571007
CountMin,3,14,5,4,0.188891,0.0143099,0.863678,0.00189455,0.551113
CountMin,3,16,5,0,0.28591,0.0260726,0.884692,0.00044396,0.68495
CountMin,3,16,5,1,0.254702,0.0266034,0.87882,0.00429995,0.678267
CountMin,3,16,5,2,0.277044,0.0413164,0.881687,0.00712627,0.685563
CountMin,3,16,5,3,0.243771,0.025641,0.88369,0.00258429,0.682213
CountMin,3,16,5,4,0.270074,0.036198,0.879653,0.0147533,0.670913
CountMin,3,18,5,0,0.312023,0.0226016,0.905839,0.00064576,0.781693
CountMin,3,18,5,1,0.305337,0.0407089,0.900847,4.01865e-05,0.778412
CountMin,3,18,5,2,0.369485,0.0322684,0.904151,0.00956842,0.787653
CountMin,3,18,5,3,0.309509,0.0158692,0.904393,4.03796e-05,0.785584
CountMin,3,18,5,4,0.319937,0.0420026,0.900804,0.00092712,0.783094
CountMin,3,20,5,0,0.298139,0.03027,0.933449,0.00799128,0.885983
CountMin,3,20,5,1,0.358222,0.0337164,0.930375,0.000442051,0.878717
CountMin,3,20,5,2,0.373529,0.0372328,0.932989,0.00888782,0.883017
CountMin,3,20,5,3,0.314153,0.0386836,0.931173,0.00516858,0.881203
CountMin,3,20,5,4,0.33469,0.0378507,0.930681,0.0191874,0.877822
